aes,wmo,REP_DATE,temp,td,rh,ws,wg,wdir,pres,vis,precip,rndays,sog,ffmc,dmc,dc,bui,isi,fwi,dsr,opts,calcstatus,Station,Distance,name,lon,lat,elev,ACQ_DATE,ATTK_DATE,CAUSE,CFS_ECOZ,CFS_NOTE1,CFS_NOTE2,CFS_REF_ID,DECADE,ECODISTRIC,ECOREGION,ECOZONE,FIRENAME,FIRE_ID,FIRE_TYPE,LATITUDE,LONGITUDE,MORE_INFO,OUT_DATE,PROTZONE,SIZE_HA,SRC_AGENCY,SRC_AGY2,fire_label,Month,Year
8101303,71590,7/31/19,23.2,20,82,5.8,11.7,262,1014.1,18.7,18,0,0,39.2,9.5,154.4,16.5,0,0,0,                          M=1:          ,1,CERM,55.54469788,EDMUNDSTON,-68.317,47.417,154,8/20/20,7/31/19 0:00,L,7, , ,NB-2019-4-10-20,2010-2019,490,118,7,Jenkins Road,4/10/20,Forest,46.98768,-67.31945,Fuel: Boreal Mixedwood - Green,7/31/19 0:00, ,0.1,NB,NB,1,7,2019
6068150,71730,7/31/19,21,7,40.5,11.1,11.1,60,1021.4,32.2,0,1,0,81.9,16.7,225.9,28.2,2.5,5,0.5,                          M=1:          ,1,CYSB,37.62545352,SUDBURY+A,-80.8,46.633,348,4/3/20,,L,, , ,ON-2019-NOR24,2010-2019,409,97,6, ,NOR24, ,46.7923,-80.0427, ,8/26/19 0:00, ,0.100000001,ON,ON,1,7,2019
1148705,71401,7/31/19,31.5,6.5,21,3.8,11.9,90,1012.6,23.6,0,7,0,95,55.7,458.1,85.4,10.5,30.1,11.3,                          M=1:          ,1,CXWF,28.47011855,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N61172,2010-2019,1008,209,14, ,2019-N61172,Fire,49.064,-118.3551, ,, ,0.06,BC,BC,1,7,2019
1152106,71660,7/31/19,26.3,5.6,26,11.3,18.7,92,1010,32.1,0,6,0,93.4,44.2,361.1,67.7,12.2,29.7,11,                          M=1:          ,1,CVXC,26.73275062,CRANBROOK+AIRPORT+AUTO,-115.783,49.617,927,5/5/20,,L,14, , ,BC-2019-2019-N11171,2010-2019,992,205,14, ,2019-N11171,Fire,49.2428,-115.6327, ,, ,35,BC,BC,1,7,2019
2100805,71044,7/31/19,16.7,10.4,66,6.7,10.8,248,1010,35.2,0,1,0,75.9,106.6,522,141.1,1.1,6.9,0.8,                          M=1:          ,1,CZOC,38.43739885,OLD+CROW+RCS,-139.833,67.567,251,4/22/20,,L,11, , ,PC-VU-2019-2019VU1, ,863,167,11, ,2019VU1, ,68.106304,-139.490159, ,,Monitored Response,30,PC-VU,PC,1,7,2019
7041100,71374,7/31/19,11.6,11,96,50,55.3,46,1014.71,16.4,0,1,0,63,3.5,121.6,6.6,6,5.3,0.5,                    IDW=R:M=1:          ,1,CWQW,28.93961213,CAPE+WHITTLE,-60.067,50.167,7,6/15/20,,L,, , ,QC-2019-20191080223,2010-2019,446,103,6, ,20191080223, ,50.4126,-60.5963, ,8/3/19 0:00,nordique,15.5,QC,QC,1,7,2019
8104935,71607,7/31/19,25.8,20.8,74,8,14,84,1014.6,19,0.42,0,0,85.7,29.8,176.1,41.9,3.5,8.9,1.3,                    IDW=R:M=1:          ,1,CWSS,31.46217038,ST.+STEPHEN,-67.25,45.217,26,8/20/20,7/31/19 0:00,L,7, , ,NB-2019-3-9-73,2010-2019,495,121,7,Palfrey Lake,3/9/73,Forest,45.64143,-67.48515,Fuel: Boreal Mixedwood - Green,7/31/19 0:00, ,0.1,NB,NB,1,7,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,11.32913717,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK47,2010-2019,372,90,6, ,SLK47, ,51.2867,-90.195, ,8/3/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,23.24295858,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK45,2010-2019,372,90,6, ,SLK45, ,51.7783,-90.3334, ,8/1/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,35.00309557,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK52,2010-2019,372,90,6, ,SLK52, ,51.9167,-89.9012, ,8/5/19 0:00, ,1.5,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,11.95766534,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK49,2010-2019,372,90,6, ,SLK49, ,51.279,-90.1754, ,8/3/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,14.94236322,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK50,2010-2019,372,90,6, ,SLK50, ,51.2372,-90.1565, ,8/2/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,22.22765776,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK44,2010-2019,372,90,6, ,SLK44, ,51.5565,-89.7309, ,8/2/19 0:00, ,0.600000024,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,11.93281104,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK46,2010-2019,372,90,6, ,SLK46, ,51.278,-90.2402, ,8/2/19 0:00, ,0.100000001,ON,ON,1,8,2019
6012199,71295,8/1/19,22.7,17.9,74.4,3.7,7.2,230,1018.7,22.3,1.6,0,0,75.3,43.2,231.1,58.8,0.9,3,0.2,                          M=1:          ,1,CXEA,40.32871018,EAR+FALLS+AUT,-93.217,50.633,363,4/3/20,,L,, , ,ON-2019-RED63,2010-2019,372,90,6, ,RED63, ,50.6851,-92.3028, ,8/4/19 0:00, ,6.199999809,ON,ON,1,8,2019
2201903,71160,8/1/19,23.2,7.7,37,5.2,9.6,328,1019.2,22.9,0.4,0,0,86.2,27.6,432.6,47.6,3.2,9,1.3,                          M=1:          ,1,CWFZ,57.41416229,FORT+RELIANCE+AUT,-109.167,62.717,168,5/4/20,,L,, , ,NT-2019-ZF055-19,2010-2019,267,70,5, ,ZF055-19, ,62.166833,-107.828333, ,8/21/19 0:00, ,150,NT,NT,1,8,2019
8401700,71803,8/1/19,26,20,69.6,13,13,140,1013,24.1,0.01,1,0,77.6,16.3,135.8,25,1.8,3.1,0.2,                          M=1:          ,1,CYQX,35.65363731,GANDER+INT'L+A,-54.583,48.95,151,8/18/20,,L,,CauseCode1,ActionCode1,NL-2019-2019_144,2010-2019,466,112,6,LAURENCETON,2019_144,1,49.2,-55.27, ,8/2/19 0:00, ,0,NL,NL,1,8,2019
3073140,71066,8/1/19,16.7,12.7,77,9.4,20.18641026,161,1016.6,16.1,4.58,0,0,55.3,19.1,434.5,34.5,0.5,0.6,0,                    IDW=R:M=1:          ,1,CYOJ,75.07559207,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF162,2010-2019,244,64,4, ,HWF162,Wildfire,58.736233,-119.237133, ,, ,0.4,AB,AB,1,8,2019
8400301,71400,8/1/19,24.1,18.4,70.3,5,20.18641026,162,1012.53,22.4,0.93,0,0,77,30.8,222.6,45.8,1.1,3,0.2,           IDW=T:RH:WSD:R:M=1:          ,1,CWDI,30.02135943,BADGER+AUT,-56.067,48.967,103,8/18/20,,L,,CauseCode1,ActionCode1,NL-2019-2019_142,2010-2019,466,112,6,MIQUELS MOUNTAIN,2019_142,1,48.57,-55.8, ,8/7/19 0:00, ,1.4,NL,NL,1,8,2019
8400301,71400,8/1/19,24.1,18.4,70.3,5,20.18641026,162,1012.53,22.4,0.93,0,0,77,30.8,222.6,45.8,1.1,3,0.2,           IDW=T:RH:WSD:R:M=1:          ,1,CWDI,45.01336316,BADGER+AUT,-56.067,48.967,103,8/18/20,,L,,CauseCode1,ActionCode1,NL-2019-2019_143,2010-2019,472,114,6,NORTHWEST GANDER,2019_143,1,48.36,-55.71, ,8/7/19 0:00, ,5.5,NL,NL,1,8,2019
6014353,71846,8/1/19,23.1,15.3,61.9,8.1,20.18641026,107,1016.63,18.7,0,2,0,84.6,16.5,122.5,24.6,3,5.6,0.6,             IDW=T:RH:WSD:M=1:          ,1,CWLF,34.11619275,LANSDOWNE+HOUSE+AUT,-87.933,52.2,253,4/3/20,,L,, , ,ON-2019-NIP14,2010-2019,393,95,6, ,NIP14, ,51.7104,-88.0326, ,8/6/19 0:00, ,2.200000048,ON,ON,1,8,2019
6012199,71295,8/1/19,22.7,17.9,74.4,3.7,7.2,230,1018.7,22.3,1.6,0,0,75.3,43.2,231.1,58.8,0.9,3,0.2,                          M=1:          ,1,CXEA,30.24445128,EAR+FALLS+AUT,-93.217,50.633,363,4/3/20,,L,, , ,ON-2019-RED64,2010-2019,372,90,6, ,RED64, ,51.0397,-92.9622, ,8/3/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,29.44530007,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK51,2010-2019,372,90,6, ,SLK51, ,51.1604,-90.7153, ,8/2/19 0:00, ,0.200000003,ON,ON,1,8,2019
6016525,71835,8/1/19,26.6,15.5,50.6,9.3,17.5,260,1017,18,0,2,0,90,24.5,235.8,38.9,6.9,14.8,3.2,                          M=1:          ,1,CWPL,11.59410838,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK48,2010-2019,372,90,6, ,SLK48, ,51.2837,-90.1823, ,8/3/19 0:00, ,0.100000001,ON,ON,1,8,2019
116FRMN,71218,8/1/19,25.8,13.5,47,6,7.9,2,1013,29.3,0,4,0,88.8,37.1,506.3,62.7,4.9,14.8,3.2,                          M=1:          ,1,CWSL,22.03166851,SALMON+ARM+CS,-119.283,50.7,351,5/5/20,,L,14, , ,BC-2019-2019-K21178,2010-2019,1004,209,14, ,2019-K21178,Fire,50.8554,-119.7219, ,, ,0.22,BC,BC,1,8,2019
5061376,71145,8/1/19,19.8,15.7,77,16.9,20.18641026,338,1020.2,18.3,0.72,0,0,84,37.3,329.5,58.2,4.3,12.9,2.5,                    IDW=R:M=1:          ,1,CYIV,9.390261924,ISLAND+LAKE+A,-94.65,53.85,236,1/16/20,,L,, , ,MB-2019-MB2019NE090,2010-2019,364,89,6, ,MB2019NE090, ,53.873889,-94.423889,ZONE: G; RESPONSE: FUL,8/5/19 0:00, ,0.5,MB,MB,1,8,2019
6016975,71854,8/1/19,23.8,19.6,77.4,7.4,9.3,240,1018.5,24,0.64,0,0,84.5,27.4,207.9,41.2,2.9,7.4,0.9,                    IDW=R:M=1:          ,1,CYRL,37.22456203,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED67,2010-2019,372,90,6, ,RED67, ,51.2171,-94.6221, ,8/24/19 0:00, ,0.100000001,ON,ON,1,8,2019
8104295,71634,8/1/19,24.6,9.3,38,7.5,18.6,308,1015.3,16.5,6.6,0,0,73.3,32.2,308,51.1,1,3,0.2,                          M=1:          ,1,CARP,21.56960166,RED+PINES,-65.6,47.433,124,8/20/20,8/1/19 0:00,L,7, , ,NB-2019-2-3-19,2010-2019,488,118,7,Quarry,2/3/19,Forest,47.21173,-65.92397,Fuel: White Spruce - Balsam Slash,8/6/19 0:00, ,0.3,NB,NB,1,8,2019
6104142,71820,8/1/19,24.9,9.5,38,11.2,16.5,182,1021.7,24.1,0,1,0,90,24.4,290.3,40.3,7.5,16.1,3.7,                          M=1:          ,1,CTKG,23.75135126,KINGSTON+CLIMATE,-76.6,44.217,93,4/3/20,,L,, , ,ON-2019-PET3,2010-2019,413,98,6, ,PET3, ,44.5344,-76.7849, ,8/27/19 0:00, ,4.199999809,ON,ON,1,8,2019
6068150,71730,8/1/19,24,9,38.6,18.5,18.5,230,1022.8,32.2,0,2,0,89,20.1,233.2,33.1,9.4,17.3,4.2,                          M=1:          ,1,CYSB,39.46657457,SUDBURY+A,-80.8,46.633,348,4/3/20,,L,, , ,ON-2019-NOR14,2010-2019,409,97,6, ,NOR14, ,46.812,-80.011, ,8/3/19 0:00, ,0.400000006,ON,ON,1,8,2019
6042716,71834,8/2/19,24.4,19.3,73,9.3,20.18641026,285,1018.6,24.1,0,3,0,85.8,12.2,251.1,21.7,3.7,6.4,0.7,                  IDW=WSD:M=1:          ,1,CYGQ,30.36637715,GERALDTON+A,-86.933,49.783,348,4/3/20,,L,, , ,ON-2019-NIP28,2010-2019,389,94,6, ,NIP28, ,49.3516,-87.0613, ,8/15/19 0:00, ,0.100000001,ON,ON,1,8,2019
6042716,71834,8/2/19,24.4,19.3,73,9.3,20.18641026,285,1018.6,24.1,0,3,0,85.8,12.2,251.1,21.7,3.7,6.4,0.7,                  IDW=WSD:M=1:          ,1,CYGQ,31.26672884,GERALDTON+A,-86.933,49.783,348,4/3/20,,L,, , ,ON-2019-WAW8,2010-2019,389,94,6, ,WAW8, ,49.4746,-86.4234, ,8/17/19 0:00, ,0.800000012,ON,ON,1,8,2019
1192341,71686,8/2/19,18.4,8.8,53,7.6,20.18641026,211,1017,16.1,0,1,0,72.8,29.5,499.4,51.4,1,3,0.2,                          M=1:          ,1,CYDL,96.19749963,DEASE+LAKE+A,-130.033,58.417,803,5/5/20,,L,14, , ,BC-2019-2019-R91214,2010-2019,961,198,14, ,2019-R91214,Fire,57.0553,-130.5554, ,, ,0.009,BC,BC,1,8,2019
8400301,71400,8/2/19,23.6,13.1,52.3,15.2,20.18641026,260,1010.37,24.8,1.69,0,0,80.8,31.7,229.8,47.2,2.7,7.5,1,           IDW=T:RH:WSD:R:M=1:          ,1,CWDI,28.81486672,BADGER+AUT,-56.067,48.967,103,8/18/20,,L,,CauseCode1,ActionCode2,NL-2019-2019_146,2010-2019,472,114,6,ATLANTIC LAKE,2019_146,1,48.55,-56.07, ,8/7/19 0:00, ,1,NL,NL,1,8,2019
2202202,71362,8/2/19,21.8,14,61.4,6.7,10.9,304,1010.4,24.1,0,2,0,87.3,24.9,317.8,41.6,4.1,10.1,1.6,                   IDW=RH:M=1:          ,1,CZSM,54.87272522,FORT+SMITH+CLIMATE,-111.933,60.033,203,5/4/20,,L,, , ,NT-2019-SS042-19,2010-2019,263,69,5, ,SS042-19, ,60.81,-111.616666, ,8/27/19 0:00, ,12,NT,NT,1,8,2019
6078282,71193,8/2/19,25.8,13.1,45,14.5,22.7,246,1017.9,24.1,0,3,0,89.6,22.6,283.4,37.7,8.5,17.1,4.1,                          M=1:          ,1,CTMS,8.207349488,TIMMINS+CLIMATE,-81.383,48.55,294,4/3/20,,L,, , ,ON-2019-TIM5,2010-2019,401,96,6, ,TIM5, ,48.5013,-81.2199, ,8/3/19 0:00, ,0.100000001,ON,ON,1,8,2019
6016975,71854,8/2/19,25.9,12.9,44.6,7.4,9.3,340,1019.9,24,0,1,0,88.5,30.8,215.6,45.4,5,12.6,2.4,                    IDW=R:M=1:          ,1,CYRL,36.67825093,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED71,2010-2019,372,90,6, ,RED71, ,50.6774,-94.3693, ,8/6/19 0:00, ,0.5,ON,ON,1,8,2019
6032125,71527,8/2/19,26.6,17.9,58.9,9.3,9.3,60,1019.2,16,0,1,0,81.4,18.4,154.3,28.3,2.1,4.3,0.4,                          M=1:          ,1,CYHD,43.2523721,DRYDEN+REGIONAL,-92.75,49.833,413,4/3/20,,L,, , ,ON-2019-FOR18,2010-2019,377,91,6, ,FOR18, ,49.22,-92.9439, ,8/12/19 0:00, ,0.100000001,ON,ON,1,8,2019
1160H99,71883,8/2/19,24.9,5.9,29,26.7,51.2,178,1012.6,27.7,0,2,0,90.1,12.5,223.9,21.9,16.8,21.6,6.3,                          M=1:          ,1,CWSV,27.89960922,BLUE+RIVER+CS,-119.283,52.133,683,5/5/20,,L,14, , ,BC-2019-2019-K21193,2010-2019,985,205,14, ,2019-K21193,Fire,51.7762,-118.9779, ,, ,0.009,BC,BC,1,8,2019
8400301,71400,8/2/19,23.6,13.1,52.3,15.2,20.18641026,260,1010.37,24.8,1.69,0,0,80.8,31.7,229.8,47.2,2.7,7.5,1,           IDW=T:RH:WSD:R:M=1:          ,1,CWDI,31.84449309,BADGER+AUT,-56.067,48.967,103,8/18/20,,L,,CauseCode1,ActionCode1,NL-2019-2019_145,2010-2019,466,112,6,MIQUELS MOUNTAIN #2,2019_145,1,48.56,-55.74, ,8/7/19 0:00, ,0.5,NL,NL,1,8,2019
3065995,71369,8/2/19,21,16,73.2,3.7,3.7,271,1011.9,14.5,33.9,0,0,35.7,2.4,61.5,4.4,0,0,0,                          M=1:          ,1,CYZH,8.120510854,SLAVE+LAKE,-114.783,55.3,583,6/1/20,,L,9, , ,AB-2019-SWF162,2010-2019,592,138,9, ,SWF162,Wildfire,55.3424,-114.974967, ,, ,0.01,AB,AB,1,8,2019
7086716,71734,8/2/19,26.3,9.4,35,15,25.8,263,1017.9,23.9,0,3,0,91,30.3,240.6,46.1,10.5,22.1,6.5,                          M=1:          ,1,CWUY,25.34867063,ROUYN,-79.033,48.25,318,6/15/20,,L,, , ,QC-2019-20191080241,2010-2019,408,97,6, ,20191080241, ,47.8994,-78.8717, ,8/8/19 0:00,Intensive,1.6,QC,QC,1,8,2019
1145297,71216,8/2/19,22.8,12.2,51,7.6,17.4,293,1012.5,24.7,0,8,0,89.3,37.1,290.1,56.2,5.7,15.7,3.5,                          M=1:          ,1,CWNP,25.58377552,NAKUSP+CS,-117.817,50.267,512,5/5/20,,L,14, , ,BC-2019-2019-N51187,2010-2019,1012,212,14, ,2019-N51187,Fire,49.9445,-118.0995, ,, ,0.1,BC,BC,1,8,2019
6078285,71739,8/2/19,26,13,44.6,14.8,14.8,250,1018.2,24.1,0,1,0,89.3,22.1,281.9,36.9,8.2,16.5,3.9,                    IDW=R:M=1:          ,1,CYTS,16.25728801,TIMMINS+VICTOR+POWER+A,-81.383,48.567,295,4/3/20,,L,, , ,ON-2019-TIM10,2010-2019,401,96,6, ,TIM10, ,48.6401,-81.7202, ,8/9/19 0:00, ,0.800000012,ON,ON,1,8,2019
6078285,71739,8/2/19,26,13,44.6,14.8,14.8,250,1018.2,24.1,0,1,0,89.3,22.1,281.9,36.9,8.2,16.5,3.9,                    IDW=R:M=1:          ,1,CYTS,31.03163861,TIMMINS+VICTOR+POWER+A,-81.383,48.567,295,4/3/20,,L,, , ,ON-2019-TIM17,2010-2019,401,96,6, ,TIM17, ,48.628,-82.0538, ,8/18/19 0:00, ,0.100000001,ON,ON,1,8,2019
6040325,71841,8/2/19,24.4,15.8,59,5.7,12.7,18,1019.1,22.6,0,3,0,86.4,18.6,74.5,22.9,3.4,6,0.7,                          M=1:          ,1,CWYW,53.31264202,ARMSTRONG+AUT,-88.9,50.3,323,4/3/20,,L,, , ,ON-2019-THU15,2010-2019,372,90,6, ,THU15, ,50.5994,-90.0133, ,8/5/19 0:00, ,1.5,ON,ON,1,8,2019
8104295,71634,8/2/19,26.5,11.1,38,12.9,28.6,295,1014.7,16.7,0,1,0,88.2,36,315.8,56.1,6.4,17,4.1,                          M=1:          ,1,CARP,8.618491394,RED+PINES,-65.6,47.433,124,8/20/20,8/2/19 0:00,L,7, , ,NB-2019-1-2-29,2010-2019,501,122,7,Gilmour Brook,1/2/29,Forest,47.39317,-65.77417,Fuel: Red and White Pine,8/9/19 0:00, ,0.6,NB,NB,1,8,2019
5030203,71158,8/3/19,29.8,16.8,45.5,14.8,24.9,190,1013.7,15.3,0,5,0,89.8,49,319.2,70.8,8.8,24.2,7.7,                          M=1:          ,1,CWCF,56.35518972,BERENS+RIVER+CS,-97.017,52.367,222,1/16/20,,L,, , ,MB-2019-MB2019EA070,2010-2019,373,90,6, ,MB2019EA070, ,52.548889,-95.716389,ZONE: G; RESPONSE: MON,8/9/19 0:00, ,5,MB,MB,1,8,2019
6078282,71193,8/3/19,17.2,10.5,65,18.3,26,350,1020.7,24.1,1.8,0,0,77.3,22.2,289.5,37.3,2.2,5.5,0.6,                          M=1:          ,1,CTMS,61.46815901,TIMMINS+CLIMATE,-81.383,48.55,294,4/3/20,,L,, , ,ON-2019-TIM7,2010-2019,409,97,6, ,TIM7, ,47.6605,-81.4082, ,8/5/19 0:00, ,0.200000003,ON,ON,1,8,2019
8400301,71400,8/3/19,23.8,11.1,45,14.5,26,269,1011.3,25,0.02,1,0,87.6,34.8,237.1,50.9,6.3,16,3.7,                    IDW=R:M=1:          ,1,CWDI,25.93666885,BADGER+AUT,-56.067,48.967,103,8/18/20,,L,,CauseCode1,ActionCode1,NL-2019-2019_148,2010-2019,466,112,6,TOTE HILL,2019_148,1,48.81,-55.55, ,8/7/19 0:00, ,0.5,NL,NL,1,8,2019
2202402,71361,8/3/19,18.4,12.5,68,11.8,15.9,339,1011.8,25,4.8,0,0,56.4,25.5,493.2,45.2,0.6,0.9,0,                          M=1:          ,1,CZHY,32.40812445,HAY+RIVER+CLIMATE,-115.783,60.833,164,5/4/20,,L,4, , ,NT-2019-SS043-19,2010-2019,242,64,4, ,SS043-19, ,61.039833,-116.646, ,9/20/19 0:00, ,1.5,NT,NT,1,8,2019
6016525,71835,8/3/19,25,9.5,37.5,5.6,10.2,330,1019,16.7,0,4,0,90.3,30.9,250.4,47.2,5.9,14.6,3.1,                          M=1:          ,1,CWPL,48.6990519,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK56,2010-2019,372,90,6, ,SLK56, ,50.7531,-90.3807, ,8/9/19 0:00, ,1.5,ON,ON,1,8,2019
6016525,71835,8/3/19,25,9.5,37.5,5.6,10.2,330,1019,16.7,0,4,0,90.3,30.9,250.4,47.2,5.9,14.6,3.1,                          M=1:          ,1,CWPL,55.1543234,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK53,2010-2019,372,90,6, ,SLK53, ,50.7572,-90.8456, ,8/9/19 0:00, ,2,ON,ON,1,8,2019
7040444,71691,8/3/19,17,16,93.9,22.2,22.2,240,1009.7,14.5,4.1,0,0,46.1,8.6,174.7,15.4,0.3,0.2,0,                          M=1:          ,1,CYBC,37.11745493,BAIE-COMEAU,-68.2,49.133,22,6/15/20,,L,, , ,QC-2019-20191080245,2010-2019,438,101,6, ,20191080245, ,49.434,-68.88, ,8/4/19 0:00,Intensive,0,QC,QC,1,8,2019
2201903,71160,8/3/19,19.5,10.3,55,12.9,24.1,239,1007.1,34.1,6,0,0,63,18.4,423.7,33.2,0.9,1.6,0.1,                          M=1:          ,1,CWFZ,73.08456272,FORT+RELIANCE+AUT,-109.167,62.717,168,5/4/20,,L,, , ,NT-2019-SS044-19,2010-2019,262,69,5, ,SS044-19, ,61.672833,-109.495166, ,8/20/19 0:00, ,18,NT,NT,1,8,2019
707DBD4,71378,8/3/19,21,15.6,71,4.2,8.6,198,1011.9,24.1,0,17,0,87.1,71.3,310,90.6,3.5,14.1,2.9,                          M=1:          ,1,CWDQ,16.26158362,LA+TUQUE,-72.783,47.417,169,6/15/20,,L,, , ,QC-2019-20191080246,2010-2019,424,99,6, ,20191080246, ,47.2641,-73.0463, ,8/15/19 0:00,Intensive,1.7,QC,QC,1,8,2019
6012199,71295,8/3/19,27,18.6,60.1,9.3,14.6,50,1017.8,22.3,0,2,0,88.1,50,247,66.4,5.3,16.1,3.7,                          M=1:          ,1,CXEA,39.6697558,EAR+FALLS+AUT,-93.217,50.633,363,4/3/20,,L,, , ,ON-2019-RED70,2010-2019,372,90,6, ,RED70, ,51.0921,-92.6729, ,8/5/19 0:00, ,0.100000001,ON,ON,1,8,2019
1145M29,71776,8/3/19,26.6,2.7,21,11.3,18.8,261,1017.4,23.6,0.15,0,0,94,59.3,409.7,87,13.3,35.6,15.2,                    IDW=R:M=1:          ,1,CWNM,26.70974081,NELSON+CS,-117.3,49.483,535,5/5/20,,L,14, , ,BC-2019-2019-N71208,2010-2019,991,205,14, ,2019-N71208,Fire,49.4578,-116.7082, ,, ,0.009,BC,BC,1,8,2019
6016975,71854,8/3/19,28.5,19.2,57.1,3.7,7.4,210,1017.4,24,0,1,0,88.5,33.7,223.7,49,4.2,11.4,2,                    IDW=R:M=1:          ,1,CYRL,33.32311455,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED68,2010-2019,372,90,6, ,RED68, ,51.4981,-93.4561, ,8/5/19 0:00, ,0.200000003,ON,ON,1,8,2019
707DBD4,71378,8/3/19,21,15.6,71,4.2,8.6,198,1011.9,24.1,0,17,0,87.1,71.3,310,90.6,3.5,14.1,2.9,                          M=1:          ,1,CWDQ,16.24399346,LA+TUQUE,-72.783,47.417,169,6/15/20,,L,, , ,QC-2019-20191080240,2010-2019,424,99,6, ,20191080240, ,47.1892,-72.8687, ,8/4/19 0:00,Intensive,0,QC,QC,1,8,2019
3073140,71066,8/3/19,22,9.6,45,8.9,20.18641026,318,1013.7,24.1,0.69,0,0,85.4,25.4,448.3,44.5,3.5,9.3,1.4,                IDW=WSD:R:M=1:          ,1,CYOJ,76.03455588,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF163,2010-2019,242,64,4, ,HWF163,Wildfire,59.664317,-116.522215, ,, ,1.26,AB,AB,1,8,2019
2202351,71963,8/3/19,16.1,10.9,71.5,16.7,20.18641026,263,1006.53,26.6,10.08,0,0,51.8,25,353.7,42.4,0.5,0.7,0,           IDW=T:RH:WSD:R:M=1:          ,1,CWQY,45.49122553,HANBURY+RIVER,-105.133,63.6,317,5/4/20,,L,, , ,NT-2019-ZF056-19,2010-2019,259,68,5, ,ZF056-19, ,63.178833,-106.256666, ,8/21/19 0:00, ,500,NT,NT,1,8,2019
1126146,71889,8/3/19,26,9,34.2,16.7,29.6,10,1019.2,24.1,0,10,0,93,132,771.6,184.9,15.1,50.1,27.7,                          M=1:          ,1,CYYF,11.23214494,PENTICTON+A,-119.6,49.467,344,5/5/20,,L,14, , ,BC-2019-2019-K51199,2010-2019,1008,209,14, ,2019-K51199,Fire,49.3615,-119.4105, ,, ,0.1,BC,BC,1,8,2019
6012199,71295,8/3/19,27,18.6,60.1,9.3,14.6,50,1017.8,22.3,0,2,0,88.1,50,247,66.4,5.3,16.1,3.7,                          M=1:          ,1,CXEA,35.83800918,EAR+FALLS+AUT,-93.217,50.633,363,4/3/20,,L,, , ,ON-2019-RED69,2010-2019,372,90,6, ,RED69, ,51.0963,-92.8493, ,8/8/19 0:00, ,3.200000048,ON,ON,1,8,2019
